tweet_id,replies
1.03929565213044E+018,[]
1.03929565739009E+018,[]
1.0392957275859E+018,[]
1.03929612243769E+018,[]
1.03929613574627E+018,[]
1.03929616028708E+018,[]
1.03929633938391E+018,[]
1.03929637160031E+018,[]
1.0392965292221E+018,[]
1.03929653923826E+018,[]
1.0392966651847E+018,[]
1.03929683669829E+018,[]
1.03929690288447E+018,[]
1.03929691608815E+018,[]
1.03929697503902E+018,[]
1.03929731523907E+018,[]
1.03929743857672E+018,[]
1.03929805018595E+018,[]
1.03929840989364E+018,[]
1.03929848587346E+018,[]
1.03929865202662E+018,[]
1.03929878685252E+018,[]
1.03929920830445E+018,[]
1.03929924926614E+018,[]
1.0392992532422E+018,[]
1.03929925921511E+018,[]
1.03929937007881E+018,[]
1.03929974729786E+018,[]
1.03929992648266E+018,[]
1.03930033669824E+018,[]
1.03930037987016E+018,[]
1.0393007199905E+018,[]
1.0393007352829E+018,[]
1.03930086537349E+018,[]
1.03930133183043E+018,[]
1.03930153694441E+018,[]
1.03930180117298E+018,[]
1.03930201449527E+018,[]
1.03930220320128E+018,[]
1.03930224458647E+018,[]
1.03930224981235E+018,[]
1.03930246230838E+018,[1039337336360902663]
1.0393024967228E+018,[]
1.03930252685474E+018,[]
1.03930256995519E+018,[]
1.03930276192026E+018,[]
1.03930287619825E+018,[]
1.03930304831136E+018,[]
1.03930320493941E+018,[]
1.03930325712919E+018,[]
1.03930340274267E+018,[]
1.03930352389511E+018,[]
1.03930367754527E+018,[]
1.03930369317738E+018,[]
1.03930421728509E+018,[]
1.0393042569504E+018,[]
1.03930428115588E+018,[]
1.03930430544509E+018,[]
1.03930442371595E+018,[]
1.03930461393203E+018,[]
1.03930521943839E+018,[]
1.03930552297589E+018,[]
1.03930617499319E+018,[]
1.03930698257711E+018,[]
1.03930704401098E+018,[]
1.03930704527358E+018,[]
1.03930713312728E+018,[]
1.03930713538379E+018,[]
1.03930718933947E+018,[]
1.03930720492551E+018,"[1039679393864593408, 1039506223165566976, 1039681966277361664, 1039322183951179776, 1039679605341339648, 1039680206288642048, 1039680991453949952]"
1.03930724676788E+018,[]
1.03930725813444E+018,[]
1.03930766363551E+018,[]
1.03930768539149E+018,[]
1.03930775176214E+018,[]
1.03930799367282E+018,[]
1.03930861960976E+018,[]
1.03930867901358E+018,[1039316605329727489]
1.03930871614167E+018,[]
1.03930875751009E+018,[]
1.03930886004824E+018,[]
1.03930886894838E+018,[]
1.03930899154808E+018,[]
1.0393090065677E+018,[]
1.03930927715919E+018,[]
1.03930927767085E+018,[]
1.03930953291948E+018,[]
1.03930955165118E+018,[]
1.03930964463897E+018,[]
1.03930968422898E+018,[]
1.03930981449144E+018,[]
1.0393100509913E+018,[]
1.03931049053361E+018,[]
1.03931052500238E+018,[]
1.03931057814416E+018,[]
1.03931061183266E+018,[]
1.0393107213419E+018,[]
1.03931073329132E+018,[]
1.03931107421277E+018,[]
1.03931129966097E+018,[]
1.03931141541098E+018,[]
1.03931162710589E+018,[]
1.03931174411035E+018,[]
1.03931183583543E+018,[]
1.03931185035633E+018,[]
1.03931201700843E+018,[]
1.03931226527363E+018,[]
1.03931247196058E+018,[]
1.03931259510952E+018,[]
1.03931322284564E+018,[]
1.03931334557525E+018,[]
1.03931343701533E+018,[]
1.03931377319724E+018,[]
1.03931390588824E+018,[]
1.03931422676502E+018,[]
1.03931429971243E+018,[]
1.03931430635606E+018,[]
1.03931442998332E+018,[]
1.039314550368E+018,[]
1.03931488753986E+018,[]
1.03931540208035E+018,[]
1.03931558703238E+018,[]
1.0393156239213E+018,[]
1.0393156441588E+018,[]
1.03931568184458E+018,[]
1.03931574686467E+018,[]
1.03931586094563E+018,[]
1.03931591006925E+018,[]
1.03931611863101E+018,[]
1.03931615578422E+018,[]
1.03931625520598E+018,[]
1.03931633155492E+018,[]
1.03931639384872E+018,[]
1.03931643972169E+018,[]
1.03931654050675E+018,[]
1.03931677555973E+018,[]
1.03931681135387E+018,[]
1.03931685255037E+018,[]
1.03931685557446E+018,[]
1.03931707312458E+018,[]
1.0393174303115E+018,[]
1.03931748754267E+018,[]
1.03931750395078E+018,[]
1.0393176009945E+018,[]
1.03931773587494E+018,[]
1.0393178476112E+018,[]
1.03931785947682E+018,[]
1.03931794646681E+018,[]
1.03931798385064E+018,[]
1.03931800316943E+018,[]
1.0393180218802E+018,[]
1.03931846451769E+018,[]
1.0393184981562E+018,[]
1.03931854445293E+018,[]
1.03931865206177E+018,[]
1.03931878407772E+018,[]
1.03931891153402E+018,[]
1.03931892443583E+018,[]
1.03931948678294E+018,[]
1.03931960529714E+018,[]
1.0393196511703E+018,[]
1.03931990172551E+018,[]
1.03931994216278E+018,[]
1.03932003057015E+018,[]
1.03932022971162E+018,[]
1.03932026263272E+018,[]
1.03932060025328E+018,[]
1.03932063556074E+018,[]
1.03932075176407E+018,[]
1.03932113667534E+018,[]
1.03932120944232E+018,[]
1.03932157620479E+018,[]
1.0393216727368E+018,[]
1.03932173320188E+018,[]
1.03932189171717E+018,[]
1.03932198631136E+018,[]
1.03932219609368E+018,[]
1.0393225264201E+018,[]
1.03932303073899E+018,[]
1.03932325207243E+018,[]
1.03932343285131E+018,[]
1.03932349357227E+018,[]
1.03932350671282E+018,[]
1.03932372571003E+018,[]
1.03932412863182E+018,[]
1.03932430462464E+018,[]
1.03932433512978E+018,[]
1.03932440683564E+018,[]
1.03932503475656E+018,[]
1.03932515875288E+018,[]
1.03932521478459E+018,[]
1.03932521824468E+018,[]
1.03932528865042E+018,[]
1.03932530763372E+018,[]
1.03932533495958E+018,[]
1.03932554271207E+018,[]
1.03932570789214E+018,[]
1.03932574052382E+018,[]
1.03932579767123E+018,[]
1.03932583315072E+018,[]
1.03932606027653E+018,[]
1.03932614652405E+018,[]
1.03932619684714E+018,[]
1.03932679488364E+018,[]
1.0393269022328E+018,[]
1.03932693115671E+018,[]
1.03932699198239E+018,[]
1.0393270332293E+018,[]
1.03932708450046E+018,[]
1.03932709678976E+018,[]
1.03932739530252E+018,[]
1.03932752199132E+018,[]
1.03932755641832E+018,[]
1.03932769562721E+018,[]
1.03932770754334E+018,[]
1.03932774545145E+018,[]
1.0393281776283E+018,[]
1.03932860602599E+018,[1039452277688475648]
1.03932900120091E+018,[]
1.03932915256071E+018,[]
1.03932920261135E+018,[]
1.03932930401271E+018,[]
1.03932932254315E+018,[]
1.03932933606975E+018,[]
1.03932934163994E+018,[]
1.03932975725357E+018,[]
1.03932985099621E+018,[]
1.03932990548029E+018,[1039332739051384834]
1.0393303210645E+018,[]
1.03933036164841E+018,[]
1.03933036175759E+018,[]
1.03933042772147E+018,[]
1.03933046515143E+018,[]
1.03933056671644E+018,[]
1.03933056778583E+018,[]
1.03933079033163E+018,[]
1.03933086107269E+018,[]
1.03933086967505E+018,[]
1.03933134311555E+018,[]
1.0393315228583E+018,[]
1.03933156283433E+018,[]
1.03933159172891E+018,[]
1.03933195939727E+018,[]
1.0393319863247E+018,[]
1.03933227440221E+018,[]
1.03933256115413E+018,[]
1.03933262751209E+018,[]
1.03933267889232E+018,[]
1.03933274137917E+018,[]
1.03933279448746E+018,[]
1.03933298284532E+018,[1039334020037963776]
1.03933344428988E+018,[]
1.03933346486726E+018,[]
1.03933351601261E+018,[]
1.03933355141241E+018,[]
1.03933376189093E+018,[]
1.03933387278429E+018,[]
1.03933390200187E+018,[]
1.03933420688146E+018,[]
1.03933445725636E+018,[]
1.0393346146644E+018,[]
1.03933475142376E+018,[]
1.03933502282055E+018,[]
1.03933534782042E+018,[]
1.03933552046635E+018,[]
1.03933577104228E+018,[]
1.03933578633069E+018,[]
1.03933589347418E+018,[]
1.03933591753686E+018,[]
1.0393359275948E+018,[1039336133484838913]
1.03933594163721E+018,[]
1.03933595534858E+018,[]
1.03933638381767E+018,[]
1.03933642587397E+018,[]
1.03933657912127E+018,[]
1.03933665415315E+018,[]
1.03933690798819E+018,[]
1.03933696120138E+018,[]
1.03933700917145E+018,[]
1.03933724045389E+018,[]
1.03933750532419E+018,[]
1.03933766080692E+018,[]
1.03933769081296E+018,[]
1.03933775238967E+018,[]
1.03933776649518E+018,[]
1.03933781437316E+018,[]
1.03933799427103E+018,[]
1.03933802475937E+018,[]
1.03933809349569E+018,[]
1.03933877471352E+018,[]
1.03933883838731E+018,[]
1.03933918023567E+018,[]
1.03933939497962E+018,[]
1.03933957747813E+018,[]
1.0393397820426E+018,"[1039349725231628288, 1039509856481357825, 1039368231775961088, 1040199693832204297]"
1.03933995014624E+018,[]
1.03934019105455E+018,[]
1.03934028488932E+018,[]
1.03934059302405E+018,[]
1.03934078624304E+018,[]
1.03934100120108E+018,[]
1.03934124255391E+018,[]
1.039341266646E+018,[]
1.03934150196743E+018,[]
1.03934151374906E+018,[]
1.03934168051475E+018,[]
1.03934171003007E+018,[]
1.03934183311197E+018,[]
1.03934292154225E+018,[]
1.03934300479081E+018,[]
1.03934348110848E+018,[]
1.03934352398691E+018,[]
1.03934380288296E+018,[]
1.03934387741995E+018,[]
1.03934473821696E+018,[]
1.03934489303284E+018,[]
1.03934537231165E+018,[]
1.0393457833578E+018,[]
1.039345807391E+018,[]
1.03934592579217E+018,[]
1.03934603814914E+018,[]
1.03934606162466E+018,[1039357501261500417]
1.0393460941012E+018,[]
1.03934611328177E+018,[]
1.03934645979418E+018,[]
1.03934651217266E+018,[]
1.03934654575644E+018,[]
1.03934779123388E+018,[]
1.03934782519951E+018,[]
1.03934794100826E+018,[]
1.03934860921555E+018,[]
1.03934910633289E+018,[]
1.03934921415163E+018,[]
1.03934969129558E+018,[]
1.03934991945325E+018,[]
1.03935006032729E+018,[]
1.03935056822819E+018,[]
1.03935070261791E+018,[]
1.03935105670083E+018,[]
1.0393511957883E+018,[]
1.03935126642882E+018,[]
1.03935135540677E+018,[]
1.03935150154455E+018,[]
1.03935157855615E+018,[]
1.03935187807141E+018,[]
1.03935189132957E+018,[]
1.03935225691773E+018,[]
1.03935239429793E+018,[]
1.03935246996759E+018,[]
1.03935267681389E+018,[]
1.0393526998364E+018,[]
1.03935273279945E+018,[]
1.03935319675216E+018,[]
1.03935322362516E+018,[]
1.039353317263E+018,[]
1.03935340575436E+018,[]
1.03935348746798E+018,[]
1.03935360928733E+018,[]
1.03935396074884E+018,[]
1.03935410283948E+018,[]
1.03935415548639E+018,[]
1.03935423978346E+018,[]
1.03935425739102E+018,[]
1.03935430375922E+018,[]
1.03935435489612E+018,[]
1.03935438945294E+018,[]
1.03935439810571E+018,[]
1.03935464358169E+018,[]
1.03935471376923E+018,[]
1.03935484195956E+018,[]
1.03935487394109E+018,[]
1.03935511154844E+018,[]
1.0393551443732E+018,[]
1.03935538494158E+018,[]
1.03935540082978E+018,[]
1.03935564802526E+018,[]
1.03935567586287E+018,[]
1.03935568521611E+018,[]
1.03935588055328E+018,[]
1.03935619885045E+018,[]
1.03935629573905E+018,[]
1.03935649393231E+018,[]
1.03935650064759E+018,[]
1.03935682792068E+018,[]
1.03935683039101E+018,[]
1.03935697732166E+018,[]
1.03935776967183E+018,[]
1.0393579398517E+018,[]
1.03935796080622E+018,[]
1.03935815248592E+018,[]
1.03935819066264E+018,[]
1.03935821268272E+018,[]
1.03935863182356E+018,[]
1.03935863715048E+018,[]
1.03935874881132E+018,[]
1.03935875172617E+018,[]
1.03935942161943E+018,[]
1.0393598890664E+018,[]
1.03935989149892E+018,[]
1.03935993873518E+018,[]
1.0393600939076E+018,[]
1.03936019918887E+018,[]
1.03936031546355E+018,[]
1.03936036334566E+018,[]
1.03936043252238E+018,[]
1.03936059764356E+018,[]
1.03936074608014E+018,[]
1.03936100529635E+018,[]
1.03936122189876E+018,[]
1.03936123525338E+018,[]
