tweet_id,Count
[1039846332729581568],20
[1039846332880568321],17
[1039846342678519814],22
[1039846361003384832],31
[1039846401251975168],29
[1039846486719250432],27
[1039846519367757824],32
[1039846574325727232],20
[1039846590524137472],38
[1039846849954435073],20
[1039847054229430273],26
[1039847069081452544],45
[1039847189390995458],32
[1039847218927284224],11
[1039847343170846720],37
[1039847371054534656],9
[1039847591830331394],21
[1039847608871800832],19
[1039847746025529345],14
[1039847810005233665],23
[1039847918528868352],17
[1039848070685577216],21
[1039848440220532737],30
[1039848599729987584],22
[1039848618910535686],25
[1039848648501276672],19
[1039848656206278656],23
[1039848681736945665],27
[1039848839828492288],23
[1039848869977251840],12
[1039849002898927616],37
[1039849055537561600],22
[1039849073455464449],27
[1039849247305342977],26
[1039849257916805120],33
[1039849409167720448],15
[1039849423952592896],21
[1039849490616856576],21
[1039849524989231104],30
[1039849538406768647],27
[1039849725455949826],29
[1039849736684150784],25
[1039849878535450625],16
[1039849995124584449],27
[1039850148518612994],13
[1039850208799215617],34
[1039850270220541952],33
[1039850376248406016],22
[1039850390785744896],30
[1039850500030689280],45
[1039850620876935168],28
[1039850663205855232],37
[1039850670558507009],29
[1039850881787867136],16
[1039850910912925696],26
[1039850939925049346],37
[1039851134930833408],13
[1039851167457714176],26
[1039851233681518593],22
[1039851417220116480],24
[1039851468344451078],23
[1039851530206306304],29
[1039851530898341888],15
[1039851574028201984],29
[1039851630844436480],29
[1039851736003956736],29
[1039851807105802245],29
[1039851913439670273],57
[1039851937020239872],25
[1039852074878595072],29
[1039852106268721152],19
[1039852153051983872],29
[1039852159276204033],21
[1039852242407514112],29
[1039852332148842496],29
[1039852381121310720],35
[1039852466924388352],29
[1039852571077341186],29
[1039852824627224576],37
[1039852862216527872],14
[1039852879299969024],63
[1039853139627847680],26
[1039853264714588160],27
[1039853272201347072],17
[1039853543417630721],25
[1039853632986861568],35
[1039853683457118209],17
[1039853805574139907],39
[1039853835680923651],31
[1039853858720305152],14
[1039853896900980736],31
[1039853939250868224],31
[1039853986478792709],19
[1039854194369413120],20
[1039854207879327744],19
[1039854253572014080],37
[1039854388674740224],25
[1039854611492995072],19
[1039854663997300736],20
[1039854668975755264],14
[1039854729294217216],24
[1039854729793298432],23
[1039854908575494146],23
[1039854933347053570],17
[1039854939240124416],37
[1039854987856281600],25
[1039855007322042368],27
[1039855164528750593],17
[1039855266005696513],19
[1039855308263313408],29
[1039855384394166275],15
[1039855468330541057],35
[1039855549121277952],14
[1039855592133812224],33
[1039855750388936704],29
[1039855772228902917],29
[1039855873961603072],17
[1039856008393314306],30
[1039856111074136064],20
[1039856217999507456],36
[1039856406944468992],25
[1039856445901234176],22
[1039856525441941504],31
[1039856529615319041],37
[1039856557662584833],34
[1039856713942396929],35
[1039856721546670081],33
[1039856747261952000],42
[1039856856854933504],18
[1039857070374309888],36
[1039857140113006592],28
[1039857301346246656],17
[1039857444011339781],22
[1039857485065191424],21
[1039857614522343426],43
[1039857649091858433],30
[1039857759489908740],40
[1039857815727337473],16
[1039857835797098497],20
[1039857979196104704],34
[1039858025241169920],14
[1039858185228541952],20
[1039858589299556353],34
[1039858667875717120],24
[1039858693209292801],18
[1039858797655805952],23
[1039858809584406528],18
[1039858859836235776],22
[1039859031664418817],36
[1039859046117978112],21
[1039859173570306049],28
[1039859414264700928],27
[1039859452432855040],21
[1039859510150615041],28
[1039859538281803777],27
[1039859681395654666],32
[1039859713578557441],29
[1039859720759267329],26
[1039859766661656576],33
[1039859786412699648],22
[1039859889022095367],30
[1039859981800091648],31
[1039860124335132672],16
[1039860183160303616],12
[1039860317403140097],31
[1039860323572965376],32
[1039860397694742529],24
[1039860495975677952],24
[1039860498358067200],20
[1039860501394673665],27
[1039860727396192256],21
[1039860759298170880],33
[1039860786162806784],28
[1039860794698223617],33
[1039860802910597120],38
[1039860805834080256],26
[1039860812146503683],22
[1039860988739289089],26
[1039861090031751168],28
[1039861182847508481],18
[1039861197892476933],20
[1039861312912850944],39
[1039861381087014913],29
[1039861392495534085],16
[1039861433293590528],13
[1039861461198225409],36
[1039861589615280133],17
[1039861658846412800],16
[1039861910429159424],20
[1039862033322266624],25
[1039862153635930112],19
[1039862187685294081],23
[1039862299702439936],27
[1039862522252328961],15
[1039862544817692673],28
[1039862601214296064],29
[1039862667047923712],37
[1039862685041491968],16
[1039862820119097344],25
[1039862837705957377],30
[1039862863152734208],33
[1039862912481935360],23
[1039862997336944641],23
[1039863073123774464],18
[1039863088957272064],31
[1039863112709693440],20
[1039863132552880134],21
[1039863180825178119],17
[1039863376757837824],36
[1039863392209698817],30
[1039863519372615680],21
[1039863730350301184],17
[1039863751602786306],37
[1039864079039508480],18
[1039864267372224513],20
[1039864281989369857],36
[1039864464680603653],30
[1039864520645267456],29
[1039864527586844673],31
[1039864682088214529],24
[1039864733841731585],35
[1039864791198785536],21
[1039864849268965376],20
[1039864903186767872],26
[1039864958199181312],23
[1039864982559752192],24
[1039865059684626432],21
[1039865153917992960],36
[1039865177242562561],15
[1039865180539297792],21
[1039865182971879424],35
[1039865310990479360],39
[1039865474270416896],13
[1039865564041232384],26
[1039865667468619777],23
[1039865750255792128],21
[1039865772527501313],29
[1039865812302159872],15
[1039865872205139969],29
[1039866019916013573],13
[1039866184852819969],19
[1039866215907434496],21
[1039866274946404359],25
[1039866340847149061],27
[1039866452520722432],40
[1039866483441102848],29
[1039866488486850560],15
[1039866490927734784],33
[1039866544623415296],27
[1039866548301778945],25
[1039866647803092993],20
[1039866798441676800],24
[1039866801822171136],20
[1039866816716320768],24
[1039866854154485760],32
[1039866894143115265],40
[1039866960165650433],37
[1039866981308985344],26
[1039867117422759936],18
[1039867120304181249],31
[1039867225241317376],24
[1039867236108906497],22
[1039867244988096513],20
[1039867345609662465],21
[1039867391948333056],32
[1039867442435158016],45
[1039867734585237506],28
[1039867751836393472],19
[1039867792047128576],24
[1039867941653803008],28
[1039868078027427840],26
[1039868096696213504],25
[1039868226933596160],28
[1039868239558438912],37
[1039868324107116544],28
[1039868447272980480],33
[1039868510757965824],27
[1039868517640753157],30
[1039868549576179713],27
[1039868556358373377],27
[1039868582002339840],25
[1039868638835212288],21
[1039868733559394306],20
[1039868735610224640],27
[1039868812315828226],15
[1039868886865326081],38
[1039868987734020096],22
[1039869045875650562],22
[1039869118932049920],27
[1039869238922674177],18
[1039869357273305089],18
[1039869362121924609],30
[1039869530909097984],18
[1039869584684269568],28
[1039869598810562560],38
[1039869626702802944],32
[1039869705031315461],29
[1039869899059785728],22
[1039869952273072129],24
[1039869978764296193],19
[1039869979255103488],24
[1039870278854168576],34
[1039870292678639616],29
[1039870433892466688],12
[1039870536564781056],29
[1039870540738113538],17
[1039870981723107328],33
[1039871064791281665],26
[1039871129169604613],28
[1039871144839524352],34
[1039871232420798464],30
[1039871326977253378],30
[1039871330508828672],25
[1039871343565500416],14
[1039871406861893637],30
[1039871491259736064],35
[1039871517314703361],29
[1039871542253969410],16
[1039871586940215303],17
[1039871611690729472],25
[1039871648361598976],28
[1039871677914599425],33
[1039871819937808386],21
[1039871866960322560],28
[1039871871624331265],29
[1039871882135261185],30
[1039871890704277504],20
[1039871911067611138],19
[1039871915249168385],31
[1039871971104841728],37
[1039872252123197440],16
[1039872583502651392],31
[1039872649697079296],25
[1039872745268502528],19
[1039872774557368321],28
[1039872785827414016],39
[1039872834087124992],21
[1039872849031430144],25
[1039872854807011333],21
[1039872907537575937],18
[1039872982355767296],21
[1039873047627476992],21
[1039873104263217153],28
[1039873264049442818],28
[1039873294596329472],18
[1039873303081570304],21
[1039873324552253440],34
[1039873333888729088],28
[1039873492194394112],25
[1039873541376811008],30
[1039873613766295552],28
[1039873613850140672],26
[1039873651942871040],22
[1039873730070159360],28
[1039873742799859712],25
[1039873784688324608],23
[1039873792334548992],28
[1039873985142575105],30
[1039874074124722176],16
[1039874122287861760],23
[1039874197483397123],30
[1039874229146148865],26
[1039874256518242304],20
[1039874365167464448],57
[1039874523779059714],31
[1039874540296388609],16
[1039874585351671809],23
[1039874652074471425],30
[1039874695397605376],29
[1039874876046299136],23
[1039874896652890117],27
[1039875103725682688],13
[1039875206322577415],28
[1039875339437203458],25
[1039875370336448512],31
[1039875417300037633],24
[1039875715154554880],24
[1039875792573005826],31
[1039876001872969728],36
[1039876054205308929],30
[1039876063936045056],21
[1039876207389622272],21
[1039876283398856704],19
[1039876284887662594],25
[1039876289543516160],28
[1039876330052042752],25
[1039876358162137088],10
[1039876360838279168],26
[1039876505759834112],25
[1039876517134848000],23
[1039876533312266240],27
[1039876577973153803],27
[1039876629605109760],32
[1039876647908978690],27
[1039876652950609927],39
[1039876679919910912],31
[1039876729647624192],25
[1039876789324193794],28
[1039876824409419776],24
[1039876881242316801],40
[1039876892206161920],21
[1039877079871836160],25
[1039877192824614912],19
[1039877315835113472],21
[1039877317755949057],15
[1039877406687940610],31
[1039877437276835840],21
[1039877442616389633],24
[1039877450187132928],27
[1039877478637072384],17
[1039877496286732288],21
[1039877568323887104],25
[1039877679913345024],37
[1039877765254860800],32
[1039877836650278912],16
[1039877953520205824],14
[1039878119442796544],25
[1039878217383993344],21
[1039878586466004992],28
[1039878618875420672],20
[1039878632255107072],17
[1039878668028391424],26
[1039878744104677377],23
[1039878791093338112],32
[1039878908743753730],34
[1039878993158332416],21
[1039879255218417667],22
[1039879447250231298],20
[1039879461800431623],21
[1039879601089073152],14
[1039879720895225857],18
[1039879951896510465],20
[1039879963304808453],37
[1039880019399639040],29
[1039880043860844544],17
[1039880060109504514],26
[1039880064505012224],19
[1039880268587446272],20
[1039880315001430016],60
[1039880415115395073],34
[1039880445276520448],33
[1039880595504082945],13
[1039880623794663425],35
[1039880653679017984],56
[1039880693390688258],19
[1039880736986132480],27
[1039880759396446208],12
[1039880764148658176],17
[1039880771861925888],25
[1039880800790032384],27
[1039880940275695616],56
[1039880964422291457],35
[1039880991832264704],21
[1039881107049799680],15
[1039881166675832836],26
[1039881188364705793],37
[1039881309588529155],22
[1039881332443164672],32
[1039881341976956929],27
[1039881357516726274],35
[1039881464576450565],39
[1039881676149743617],25
[1039881826557407233],20
[1039881830412038145],58
[1039881837194215424],19
[1039881912922386432],33
[1039881914927251456],29
[1039881975035715584],33
[1039882035400245249],33
[1039882091104792576],30
[1039882300832587778],22
[1039882302665498625],32
[1039882492017291265],31
[1039882494592479232],19
[1039882538389569536],30
[1039882563488239616],19
[1039882612226105344],20
[1039882614004490240],17
[1039882656765362177],27
[1039882683537653761],15
[1039882730388037633],22
[1039882759337115654],16
[1039882832682864641],24
[1039882851897016326],21
[1039882856879874048],15
[1039882974303604739],29
[1039883001117724672],33
[1039883226796445696],22
[1039883312838389762],26
[1039883358812209153],41
[1039883373634838528],22
[1039883393557843968],29
[1039883506694991873],14
[1039883528849293313],22
[1039883595895189505],18
[1039883613343543296],23
[1039883621757280256],18
[1039883689675681793],25
[1039883802074603520],22
[1039883850086850561],18
[1039883887672020992],25
[1039884013442199552],21
[1039884026272735232],25
[1039884073454522369],21
[1039884107436707842],27
[1039884248969302019],19
[1039884285191352321],22
[1039884345031499776],39
[1039884399796465664],30
[1039884425234866176],16
[1039884455186452480],23
[1039884553442062336],31
[1039884590809341953],34
[1039884596048011264],27
[1039884659801419777],15
[1039884681922203648],28
[1039884768601669633],30
[1039884770451152896],25
[1039884890882240513],26
[1039885033375510528],34
[1039885060474732550],18
[1039885220093210629],26
[1039885245921878016],18
[1039885367892238336],32
[1039885421503815680],15
[1039885451388248064],17
[1039885456429723648],14
[1039885551694950400],22
[1039885560968441856],68
[1039885605272989698],14
[1039885664081330176],25
[1039885670515396608],26
[1039885772885839872],21
[1039885788433997825],18
[1039885867051958279],53
[1039886119138209792],35
[1039886268845486082],23
[1039886444448440322],28
[1039886523863322624],31
[1039886636916588545],17
[1039886672639533056],27
[1039886791824863232],27
[1039886976953077760],33
[1039886979146702848],29
[1039887016161419264],20
[1039887040727449600],31
[1039887060432285697],30
[1039887073673719808],21
[1039887092271198208],27
[1039887111279857664],15
[1039887128014929921],25
[1039887329295519744],31
[1039887340922011650],21
[1039887368721977344],20
[1039887442806034432],28
[1039887687015194625],38
[1039887759870185472],25
[1039887813720911883],43
[1039887930364502024],17
[1039887989206409221],17
[1039888019472433158],26
[1039888079371161600],24
[1039888126901149696],32
[1039888138905239552],21
[1039888175265665025],17
[1039888352034598912],18
[1039888420066275329],25
[1039888424730353664],28
[1039888542376308736],20
[1039888553944248320],18
[1039888653575548928],23
[1039888669874810881],17
[1039888688631697408],32
[1039888722328780802],27
[1039888769502064640],51
[1039888777877934080],37
[1039888877912293377],22
[1039888935038726145],8
[1039888966047150087],12
[1039888989191372800],26
[1039889022699663362],16
[1039889050772103168],35
[1039889053829804033],36
[1039889155906514944],28
[1039889158813241345],36
[1039889383091052544],33
[1039889397733367808],17
[1039889519166799872],27
[1039889520328667136],28
[1039889521603735554],24
[1039889538842341376],28
[1039889569213296643],24
[1039889570635177985],27
[1039889605422731264],34
[1039889742463229953],34
[1039889833961955328],19
[1039889880426442752],30
[1039889907471331328],34
[1039889927788474368],18
[1039889996692574208],23
[1039890086295306241],17
[1039890110496423936],28
[1039890166289190914],20
[1039890189752168448],33
[1039890270093856768],21
[1039890426457677828],25
[1039890561291804673],32
[1039890583735685121],35
[1039890679613145088],25
[1039890753588219906],20
[1039890806813937664],19
[1039890869669781504],35
[1039890950951239680],20
[1039891111450357762],30
[1039891189103775744],19
[1039891384533233664],32
[1039891385497731073],22
[1039891386080931840],24
[1039891396512161792],22
[1039891405836103683],25
[1039891410860888065],26
[1039891415411699714],22
[1039891472550711296],22
[1039891494751166466],28
[1039891516771237888],16
[1039891528863428610],28
[1039891538275459072],29
[1039891547783876610],23
[1039891605992431623],17
[1039891639123111936],22
[1039891649676144640],27
[1039891656236064768],26
[1039891696182611975],23
[1039891728977854465],29
[1039891734677704704],25
[1039891753271263232],9
[1039891796522946561],37
[1039891796615147520],19
[1039891806937202688],32
[1039891810976452609],23
[1039891837023076352],23
[1039891889405739008],22
[1039891903326629888],17
[1039891926672125952],33
[1039891985094598656],18
[1039892132998176770],30
[1039892145128329216],19
[1039892197980692481],28
[1039892270093422592],30
[1039892438725390337],19
[1039892443838275584],19
[1039892449945165824],14
[1039892454248525824],14
[1039892455699697665],16
[1039892536368750593],14
[1039892640416690176],19
[1039892667340128256],29
[1039892913222836226],37
[1039892936312250369],27
[1039892949339795456],24
[1039892959078932480],33
[1039892981552111619],19
[1039893028205260800],23
[1039893113760821248],30
[1039893156592934912],30
[1039893190101221376],33
[1039893218765234176],18
[1039893395483906056],25
[1039893429415804930],28
[1039893454766129161],31
[1039893461430927360],29
[1039893555072851969],27
[1039893569551527936],23
[1039893852822429696],24
[1039893924029124608],25
[1039894079142682624],21
[1039894256830349313],20
[1039894387176734720],28
[1039894415966461954],24
[1039894499894407169],20
[1039894605288759298],22
[1039894608413696000],29
[1039894666831966208],27
[1039894705792663552],38
[1039894717260083200],24
[1039894732183359488],29
[1039894741502939136],13
[1039894820016345088],20
[1039894875624427520],33
[1039894905617825792],23
[1039895077341093893],30
[1039895221587329025],38
[1039895257742274561],24
[1039895311685230597],25
[1039895462646607875],25
[1039895466366955522],23
[1039895483643297792],30
[1039895555965689856],23
[1039895573199970304],17
[1039895688807690240],28
[1039895706855776256],17
[1039895739671961600],29
[1039895866902020096],21
[1039895888892702720],39
[1039895893091250181],21
[1039896160603971584],27
[1039896202844758016],21
[1039896242275409922],19
[1039896301008236545],20
[1039896411033219072],12
[1039896461419393024],24
[1039896471770988545],17
[1039896501781188608],24
[1039896528096317440],36
[1039896573566582784],32
[1039896613953658880],24
[1039896645037707264],21
[1039896717313957888],34
[1039896761849065472],36
[1039896769860186114],29
[1039896805960499200],24
[1039896928325132288],27
[1039896934738214912],24
[1039896990589616128],24
[1039897023175118848],20
[1039897076908220418],30
[1039897147049697280],22
[1039897212321443845],20
[1039897403304931328],17
[1039897627511476224],26
[1039897669710348288],26
[1039897727314927616],19
[1039897791798161409],19
[1039897861327073282],33
[1039897862698618880],32
[1039897910886969345],15
[1039897917652385792],37
[1039897974162305025],20
[1039898167242715136],37
[1039898173572087808],22
[1039898204618350592],25
[1039898267499352064],22
[1039898294007291905],33
[1039898504724918272],19
[1039898527197884416],22
[1039898626863104000],22
[1039898636455301120],23
[1039898743842254848],25
[1039898796707143680],25
[1039898860544577542],32
[1039898885496479745],35
[1039898964986945536],21
[1039898969248358402],22
[1039899127927267328],26
[1039899165516546055],29
[1039899273435992065],33
[1039899300690649090],22
[1039899509537554432],23
[1039899522569302016],16
[1039899734683672581],34
[1039899765666971648],22
[1039899985418964993],11
[1039900016167374850],27
[1039900019753721857],33
[1039900141577281536],74
[1039900216667897856],30
[1039900240747397120],20
[1039900260045414400],28
[1039900382124802050],24
[1039900411052863489],34
[1039900480585969666],33
[1039900553164275712],32
[1039900726011604993],27
[1039900848242020352],36
[1039900945105207296],20
[1039900950738202624],17
[1039901082070274054],27
[1039901175259254790],31
[1039901184226549761],37
[1039901196452945922],23
[1039901319392374789],36
[1039901366725091328],18
[1039901445779324929],30
[1039901587974565888],22
[1039901699236933632],20
[1039901746934378496],19
[1039901789049565185],23
[1039901799686262784],17
[1039902022500114432],37
[1039902117962633217],31
[1039902169741312001],26
[1039902201932591104],28
[1039902221519994880],26
[1039902304474996736],22
[1039902347181400065],20
[1039902359382642690],15
[1039902359814647815],15
[1039902472691740672],21
[1039902493897965570],22
[1039902497983410176],25
[1039902506896314368],25
[1039902670989877248],24
[1039902677402968064],27
[1039902739482914816],31
[1039902785570058240],19
[1039902789663641601],31
[1039902821603332099],24
[1039903167188819969],33
[1039903187057172480],38
[1039903202110369793],25
[1039903209475768324],23
[1039903244498165762],17
[1039903252580421632],19
[1039903292359430144],26
[1039903329835466753],35
[1039903365889703936],27
[1039903536463708160],23
[1039903559695982593],27
[1039903643162628101],20
[1039903665862012928],28
[1039903672753430533],35
[1039903687081189382],27
[1039903690130374658],33
[1039903940417073154],20
[1039903953394315264],37
[1039904004527017984],19
[1039904010256478208],23
[1039904140166656001],19
[1039904140732846080],35
[1039904188707360768],22
[1039904247117217792],31
[1039904361172922371],27
[1039904461626302464],37
[1039904786378907650],38
[1039904956604542976],23
[1039904996303753216],31
[1039905007527702529],23
[1039905043007381504],28
[1039905141959348225],24
[1039905142814986240],29
[1039905245256667136],23
[1039905249992093701],28
[1039905426861711361],41
[1039905442162520064],20
[1039905475230396416],12
[1039905487817515008],30
[1039905575985991682],34
[1039905699193602048],20
[1039905729287618565],37
[1039905794479869952],16
[1039905918148915201],23
[1039905931969142786],22
[1039905981591904259],23
[1039906020598923264],28
[1039906089070931968],16
[1039906154250264577],34
[1039906286526242816],21
[1039906352297070593],28
[1039906387017519105],23
[1039906480583897089],16
[1039906481389359104],30
[1039906503757578240],19
[1039906551983616001],33
[1039906624704573441],28
[1039906738022043649],16
[1039906760272822273],26
[1039906776211181569],31
[1039906851142492160],22
[1039906882843017216],16
[1039907002024165376],30
[1039907081070043137],25
[1039907136174796800],25
[1039907140079632384],19
[1039907175550935041],25
[1039907186749726720],24
[1039907337056792581],24
[1039907450693079040],23
[1039907457005486080],24
[1039907673490239489],25
[1039907691831816192],20
[1039907720327880704],24
[1039907740393582592],28
[1039907783192109057],28
[1039907861818556417],19
[1039907925056278529],20
[1039908078404153344],16
[1039908161669541888],26
[1039908181907054592],37
[1039908225628467200],24
[1039908240140787712],20
[1039908265809858560],15
[1039908273728770048],28
[1039908310999126016],15
[1039908327499681792],24
[1039908370612801536],24
[1039908503681359872],17
[1039908529509814273],32
[1039908761253621760],28
[1039908827645259777],21
[1039908842337759232],87
[1039908894900797440],18
[1039908910126252032],30
[1039908966472536064],26
[1039909018368651264],25
[1039909022403633152],18
[1039909059531599872],38
[1039909070839341056],22
[1039909078405931011],15
[1039909121225580544],29
[1039909213470961665],17
[1039909224078368769],16
[1039909258354192387],31
[1039909344916267008],17
[1039909351815831555],27
[1039909388721573893],29
[1039909415367962624],26
[1039909525472591872],17
[1039909589133742081],31
[1039909620930826244],17
[1039909705949302784],17
[1039909740590129152],26
[1039909778233982977],18
[1039909789525057537],19
[1039909802837663744],19
[1039910006446018560],19
[1039910026624860160],24
[1039910131658641408],23
[1039910139833344000],30
[1039910152911179776],26
[1039910182304796677],17
[1039910223778127872],18
[1039910267176583174],20
[1039910270083186688],19
[1039910297283297280],24
[1039910338567782400],25
[1039910341017300993],22
[1039910355768623105],19
[1039910356888502272],30
[1039910380045328385],49
[1039910512409104385],15
[1039910570118602754],20
[1039910607812624384],24
[1039910630835343366],21
[1039910645179793408],17
[1039910650175209473],28
[1039910692202180608],32
[1039910722845794305],22
[1039910745432047616],23
[1039910891406417920],42
[1039910903238389761],17
[1039911020876029952],16
[1039911023971450880],20
[1039911030242140160],24
[1039911074798166017],16
[1039911155827978241],32
[1039911362980401152],19
[1039911452386189314],31
[1039911514574970887],79
[1039911616438042625],18
[1039911640823676928],17
[1039911807043940352],20
[1039911840699113472],27
[1039911931811745792],12
[1039911961042067456],20
[1039911965039181826],15
[1039912081712181248],18
[1039912125051719680],18
[1039912196447330306],15
[1039912202516475904],25
[1039912339535933440],25
[1039912419353653249],36
[1039912490312773633],22
[1039912540640346114],18
[1039912807821651968],30
[1039912921680306178],23
[1039912959550607366],24
[1039913058859012096],20
[1039913079352348672],15
[1039913085925040129],17
[1039913146486607872],30
[1039913159128100865],27
[1039913185569107968],19
[1039913219106787328],32
[1039913339642683393],28
[1039913475345199109],33
[1039913627573211136],27
[1039913643213811718],27
[1039913706552012800],18
[1039913736973307904],19
[1039913737484992513],24
[1039913789154447361],21
[1039913880925949952],19
[1039913886718283776],29
[1039913910059589632],30
[1039913931169570816],40
[1039913980440051713],22
[1039914033820758016],16
[1039914039466487808],27
[1039914125877489665],25
[1039914166793003009],24
[1039914273470861312],25
[1039914278952882177],30
[1039914363619082241],31
[1039914470162788352],26
[1039914472125521920],26
[1039914786236989440],19
[1039914811960778753],32
[1039914903799296006],23
[1039914915404935168],52
[1039915088801607682],19
[1039915118903980033],21
[1039915216182632451],33
[1039915319345733633],42
[1039915325444313091],14
[1039915339587444736],27
[1039915376765755394],30
[1039915408000790528],19
[1039915426506047488],16
[1039915542780502016],15
[1039915640524615680],32
[1039915656437739521],16
[1039915673848360960],30
[1039915686414438400],32
[1039915812381806592],30
[1039915873123934213],30
[1039915900328202240],22
[1039915976412856324],19
[1039916045379809280],71
[1039916067601244160],30
[1039916140032548864],13
[1039916171380891650],59
[1039916201470832640],32
[1039916214372524032],27
[1039916251856830464],34
[1039916410409902080],13
[1039916646255734785],18
[1039916692401541120],18
[1039916825507713024],37
[1039916873314459648],31
[1039916956172861440],19
[1039916957447860225],22
[1039917056504877061],31
[1039917125605965830],35
[1039917159332372480],27
[1039917162134167552],28
[1039917177820901377],35
[1039917239393234944],36
[1039917288005279744],21
[1039917293780787206],25
[1039917323157561347],19
[1039917331495964675],30
[1039917341360807942],28
[1039917370372960258],15
[1039917371803103232],27
[1039917396532887552],39
[1039917400890662912],19
[1039917553211121666],27
[1039946363629432833],66
[1039946388384169984],25
[1039946577098547200],21
[1039946691984674816],22
[1039946700524277761],56
[1039946792828190722],22
[1039946854962581504],29
[1039946966426419202],30
[1039947162728230912],39
[1039947181216747521],20
[1039947233951502336],26
[1039947245611884544],20
[1039947270572011520],19
[1039947357658533890],20
[1039947458565091329],26
[1039947464529338368],21
[1039947506149453825],46
[1039947586692685826],40
[1039947667143581697],43
[1039947692640595968],28
[1039947812115570689],24
[1039947895968022528],13
[1039947917891657728],22
[1039948043288805376],21
[1039948080957874176],27
[1039948087173754881],26
[1039948105255411717],37
[1039948119981666304],39
[1039948309069279232],14
[1039948314697973760],24
[1039948387053797377],30
[1039948476686188545],35
[1039948517052166145],28
[1039948584593117184],30
[1039948604234903552],29
[1039948612036255744],19
[1039948627605479424],21
[1039948692642512896],37
[1039948822758207488],20
[1039948848033148930],30
[1039949013838061568],22
[1039949018439274496],22
[1039949101842886656],40
[1039949154208731136],14
[1039949303165452295],27
[1039949459453558784],24
[1039949560259506178],65
[1039949577166700544],23
[1039949619894145025],32
[1039949788068933633],29
[1039949978343497729],17
[1039949998484582401],21
[1039950039223808000],32
[1039950140331544576],21
[1039950234963652609],22
[1039950288394670080],18
[1039950301136973824],17
[1039950330388246528],21
[1039950415587172354],19
[1039950439427452929],20
[1039950448470450176],33
[1039950523603005441],20
[1039950545828671488],28
[1039950547162460160],13
[1039950562199056384],30
[1039950575264321536],32
[1039950700736856064],35
[1039950800179679232],26
[1039950847126503426],24
[1039950935659884544],22
[1039950990328377344],20
[1039951039598931968],21
[1039951092002508801],17
[1039951100793839618],22
[1039951167655211013],20
[1039951234990579712],47
[1039951253982261248],23
[1039951263843184640],24
[1039951283699048448],24
[1039951565761798146],16
[1039951710851137541],37
[1039951860822626304],40
[1039951864077402113],24
[1039951887091621894],24
[1039951917055655936],33
[1039951938937409536],34
[1039952039718076416],17
[1039952065915772934],16
[1039952082848108545],26
[1039952136661020673],18
[1039952243859054595],47
[1039952268899041280],15
[1039952280978685962],36
[1039952640774426624],39
[1039952683262717952],26
[1039952758319665152],37
[1039952800069963784],30
[1039952826926030856],31
[1039952885033979904],26
[1039952899676102656],29
[1039953063010811908],31
[1039953074167668742],23
[1039953154631192578],25
[1039953198830821377],15
[1039953218195927047],27
[1039953264912068608],35
[1039953387696136193],28
[1039953405303824385],56
[1039953541299822592],30
[1039953824486764545],23
[1039953959077785600],33
[1039953979084599301],16
[1039954020809535489],80
[1039954051604127744],41
[1039954105190572032],25
[1039954151323717636],23
[1039954155027267584],33
[1039954300871561216],22
[1039954365841321989],28
[1039954703818399746],29
[1039954823783710720],19
[1039954842263773184],34
[1039954885893136386],32
[1039954957640851457],22
[1039954959872282624],27
[1039955126708891648],19
[1039955177531473923],21
[1039955203770990594],17
[1039955215779328007],33
[1039955439071506432],42
[1039955511918166017],22
[1039955546277912577],13
[1039955703010656257],27
[1039955888214343685],31
[1039955889497796608],35
[1039955986793017344],31
[1039956158201688065],36
[1039956191089238016],16
[1039956203055591431],37
[1039956233132945410],30
[1039956293941964805],31
[1039956343828955142],33
[1039956435881394177],35
[1039956519398330368],22
[1039956583457861632],36
[1039956672037482497],16
[1039956737846140929],34
[1039956748386283520],27
[1039956796281106432],32
[1039956817676328960],24
[1039956821019185153],17
[1039956929395810304],16
[1039956949641715713],28
[1039957079698690048],17
[1039957080621436929],27
[1039957097457180672],33
[1039957113680928769],32
[1039957142638350338],17
[1039957312746790913],15
[1039957377402003456],37
[1039957464144199680],28
[1039957483215892482],24
[1039957498520842241],18
[1039957552400924672],34
[1039957621929914368],27
[1039957650237255682],18
[1039957683569221633],34
[1039957725403389952],15
[1039957777379151876],21
[1039957815245328386],20
[1039957912943132672],26
[1039957936741797889],34
[1039958198860558337],23
[1039958300027224064],17
[1039958365449973760],19
[1039958464687157248],26
[1039958476842254341],20
[1039958511902441472],25
[1039958540453113856],40
[1039958647504293889],15
[1039958714202107904],21
[1039958835199389702],31
[1039958913083482114],17
[1039959002585722880],32
[1039959022470750208],15
[1039959054674579456],20
[1039959068771737600],19
[1039959076174749697],23
[1039959097142067201],30
[1039959170269634560],19
[1039959280013766657],23
[1039959331071029248],21
[1039959370535247874],14
[1039959404580417542],22
[1039959424939577344],30
[1039959473371209730],33
[1039959486260277255],47
[1039959633023123457],20
[1039959641847943168],20
[1039959648772739074],44
[1039959856944279552],32
[1039960020182433794],13
[1039960033709178880],21
[1039960074389782529],50
[1039960280896159744],26
[1039960333648113665],36
[1039960339641552896],28
[1039960400463319043],21
[1039960402241769474],22
[1039960455802830848],15
[1039960494336090112],25
[1039960614418952194],14
[1039960642403282944],21
[1039960653484699650],20
